point_A,point_B,heure_depart,jour_semaine,meteo,moyen_transport,distance_km,indice_trafic,duree_min,prob_accident
Akpakpa,Etoile,16,Semaine,Pluie Légère,Zem,2.12,1.48,6.7,0.04
Etoile,Zongo,22,Weekend,Ensoleillé,Zem,1.45,1.0,2.5,0.04
Cadjehoun,Etoile,1,Semaine,Pluie Légère,Zem,4.18,1.23,11.0,0.04
Fidjrosse,Calavi,3,Weekend,Ensoleillé,Bus,9.53,1.0,19.1,0.005
Zongo,Calavi,20,Semaine,Pluie Légère,Voiture,12.45,1.55,32.1,0.01
Zongo,Fidjrosse,6,Weekend,Ensoleillé,Voiture,6.66,1.0,8.9,0.01
Akpakpa,Calavi,1,Weekend,Ensoleillé,Zem,14.46,1.0,24.8,0.04
Etoile,Zongo,5,Semaine,Ensoleillé,Voiture,1.45,1.59,3.1,0.01
Fidjrosse,Cadjehoun,4,Semaine,Ensoleillé,Voiture,3.92,1.35,7.0,0.01
Fidjrosse,Akpakpa,19,Semaine,Ensoleillé,Zem,10.0,3.89,66.6,0.04
Calavi,Akpakpa,15,Semaine,Ensoleillé,Voiture,14.46,1.1,21.2,0.01
Calavi,Cadjehoun,18,Semaine,Ensoleillé,Zem,11.27,3.81,73.6,0.04
Cadjehoun,Calavi,8,Semaine,Ensoleillé,Zem,11.27,2.76,53.3,0.04
Etoile,Akpakpa,8,Weekend,Pluie Légère,Voiture,2.12,1.0,3.5,0.01
Calavi,Cadjehoun,4,Semaine,Ensoleillé,Voiture,11.27,1.26,18.9,0.01
Akpakpa,Calavi,9,Weekend,Ensoleillé,Voiture,14.46,1.0,19.3,0.01
Akpakpa,Cadjehoun,1,Semaine,Pluie Légère,Zem,6.19,1.21,16.1,0.04
Fidjrosse,Calavi,3,Semaine,Forte Pluie,Zem,9.53,1.26,41.1,0.16
Etoile,Akpakpa,21,Weekend,Ensoleillé,Zem,2.12,1.0,3.6,0.04
Akpakpa,Zongo,21,Semaine,Ensoleillé,Voiture,3.38,1.21,5.4,0.01
Akpakpa,Cadjehoun,21,Semaine,Ensoleillé,Zem,6.19,1.55,16.5,0.04
Calavi,Cadjehoun,1,Weekend,Forte Pluie,Zem,11.27,1.0,38.6,0.16
Etoile,Akpakpa,5,Weekend,Pluie Légère,Zem,2.12,1.0,4.5,0.04
Zongo,Akpakpa,17,Semaine,Ensoleillé,Voiture,3.38,3.82,17.2,0.01
Zongo,Etoile,6,Semaine,Pluie Légère,Zem,1.45,1.15,3.6,0.04
Etoile,Fidjrosse,0,Semaine,Ensoleillé,Voiture,7.91,1.17,12.4,0.01
Zongo,Fidjrosse,0,Semaine,Ensoleillé,Zem,6.66,1.53,17.5,0.04
Akpakpa,Cadjehoun,0,Weekend,Ensoleillé,Bus,6.19,1.0,12.4,0.005
Akpakpa,Cadjehoun,23,Weekend,Pluie Légère,Bus,6.19,1.0,15.5,0.005
Etoile,Akpakpa,3,Semaine,Ensoleillé,Voiture,2.12,1.3,3.7,0.01
Etoile,Fidjrosse,3,Semaine,Ensoleillé,Bus,7.91,1.18,18.7,0.005
Calavi,Cadjehoun,17,Semaine,Ensoleillé,Voiture,11.27,3.12,46.9,0.01
Fidjrosse,Cadjehoun,0,Weekend,Pluie Légère,Zem,3.92,1.0,8.4,0.04
Zongo,Calavi,9,Semaine,Pluie Légère,Zem,12.45,2.95,78.7,0.04
Etoile,Calavi,8,Semaine,Ensoleillé,Voiture,12.72,2.59,44.0,0.01
Calavi,Fidjrosse,3,Weekend,Forte Pluie,Voiture,9.53,1.0,25.4,0.02
Cadjehoun,Fidjrosse,5,Semaine,Ensoleillé,Voiture,3.92,1.46,7.6,0.01
Akpakpa,Zongo,15,Weekend,Ensoleillé,Zem,3.38,1.0,5.8,0.04
Zongo,Calavi,1,Semaine,Ensoleillé,Voiture,12.45,1.42,23.5,0.01
Cadjehoun,Fidjrosse,17,Semaine,Ensoleillé,Zem,3.92,2.38,16.0,0.04
Zongo,Akpakpa,9,Semaine,Ensoleillé,Voiture,3.38,3.87,17.4,0.01
Akpakpa,Calavi,23,Weekend,Pluie Légère,Zem,14.46,1.0,31.0,0.04
Fidjrosse,Etoile,23,Semaine,Ensoleillé,Voiture,7.91,1.38,14.5,0.01
Calavi,Etoile,16,Semaine,Ensoleillé,Voiture,12.72,1.23,20.8,0.01
Zongo,Fidjrosse,12,Semaine,Forte Pluie,Zem,6.66,1.2,27.5,0.16
Zongo,Etoile,23,Weekend,Forte Pluie,Voiture,1.45,1.0,3.9,0.02
Zongo,Cadjehoun,21,Semaine,Pluie Légère,Zem,2.81,1.17,7.0,0.04
Akpakpa,Calavi,12,Semaine,Ensoleillé,Zem,14.46,1.31,32.5,0.04
Akpakpa,Zongo,16,Weekend,Forte Pluie,Voiture,3.38,1.0,9.0,0.02
Fidjrosse,Cadjehoun,4,Semaine,Ensoleillé,Voiture,3.92,1.17,6.1,0.01
Etoile,Fidjrosse,6,Semaine,Forte Pluie,Zem,7.91,1.31,35.5,0.16
Cadjehoun,Calavi,9,Weekend,Pluie Légère,Voiture,11.27,1.0,18.8,0.01
Etoile,Fidjrosse,16,Weekend,Pluie Légère,Voiture,7.91,1.0,13.2,0.01
Zongo,Cadjehoun,14,Weekend,Pluie Légère,Zem,2.81,1.0,6.0,0.04
Cadjehoun,Akpakpa,17,Semaine,Ensoleillé,Voiture,6.19,2.47,20.4,0.01
Fidjrosse,Akpakpa,22,Semaine,Pluie Légère,Zem,10.0,1.43,30.6,0.04
Fidjrosse,Calavi,21,Semaine,Ensoleillé,Voiture,9.53,1.49,19.0,0.01
Calavi,Akpakpa,18,Semaine,Ensoleillé,Zem,14.46,3.19,79.0,0.04
Cadjehoun,Fidjrosse,1,Semaine,Ensoleillé,Zem,3.92,1.44,9.7,0.04
Akpakpa,Etoile,3,Semaine,Ensoleillé,Zem,2.12,1.57,5.7,0.04
Cadjehoun,Fidjrosse,2,Weekend,Pluie Légère,Bus,3.92,1.0,9.8,0.005
Zongo,Etoile,6,Semaine,Forte Pluie,Voiture,1.45,1.42,5.5,0.02
Akpakpa,Cadjehoun,23,Semaine,Ensoleillé,Voiture,6.19,1.28,10.6,0.01
Fidjrosse,Zongo,17,Semaine,Ensoleillé,Voiture,6.66,3.01,26.7,0.01
Cadjehoun,Etoile,9,Semaine,Ensoleillé,Zem,4.18,3.75,26.9,0.04
Etoile,Akpakpa,6,Semaine,Forte Pluie,Bus,2.12,1.17,9.9,0.01
Calavi,Fidjrosse,7,Semaine,Ensoleillé,Zem,9.53,2.79,45.5,0.04
Etoile,Cadjehoun,5,Weekend,Pluie Légère,Voiture,4.18,1.0,7.0,0.01
Calavi,Akpakpa,21,Semaine,Forte Pluie,Zem,14.46,1.39,68.8,0.16
Zongo,Cadjehoun,0,Semaine,Ensoleillé,Zem,2.81,1.44,6.9,0.04
Etoile,Zongo,3,Semaine,Forte Pluie,Voiture,1.45,1.48,5.7,0.02
Cadjehoun,Fidjrosse,13,Weekend,Forte Pluie,Voiture,3.92,1.0,10.5,0.02
Cadjehoun,Calavi,16,Semaine,Forte Pluie,Voiture,11.27,1.26,37.8,0.02
Etoile,Fidjrosse,19,Weekend,Ensoleillé,Voiture,7.91,1.0,10.5,0.01
Cadjehoun,Zongo,17,Semaine,Ensoleillé,Zem,2.81,2.46,11.9,0.04
Zongo,Fidjrosse,10,Weekend,Pluie Légère,Bus,6.66,1.0,16.7,0.005
Akpakpa,Calavi,20,Semaine,Ensoleillé,Zem,14.46,1.58,39.1,0.04
Zongo,Etoile,13,Semaine,Pluie Légère,Voiture,1.45,1.14,2.7,0.01
Calavi,Cadjehoun,8,Semaine,Ensoleillé,Voiture,11.27,2.37,35.7,0.01
Zongo,Calavi,14,Semaine,Ensoleillé,Zem,12.45,1.35,28.8,0.04
Calavi,Akpakpa,11,Semaine,Ensoleillé,Zem,14.46,1.51,37.4,0.04
Cadjehoun,Zongo,9,Weekend,Ensoleillé,Zem,2.81,1.0,4.8,0.04
Akpakpa,Etoile,18,Semaine,Ensoleillé,Zem,2.12,3.59,13.1,0.04
Cadjehoun,Akpakpa,23,Weekend,Ensoleillé,Zem,6.19,1.0,10.6,0.04
Fidjrosse,Akpakpa,18,Weekend,Ensoleillé,Zem,10.0,1.0,17.1,0.04
Cadjehoun,Zongo,5,Semaine,Pluie Légère,Zem,2.81,1.57,9.4,0.04
Calavi,Etoile,19,Weekend,Pluie Légère,Voiture,12.72,1.0,21.2,0.01
Cadjehoun,Akpakpa,23,Semaine,Ensoleillé,Voiture,6.19,1.17,9.7,0.01
Cadjehoun,Akpakpa,5,Semaine,Ensoleillé,Zem,6.19,1.29,13.7,0.04
Akpakpa,Etoile,7,Weekend,Ensoleillé,Zem,2.12,1.0,3.6,0.04
Cadjehoun,Fidjrosse,0,Semaine,Ensoleillé,Zem,3.92,1.24,8.3,0.04
Etoile,Cadjehoun,16,Semaine,Ensoleillé,Voiture,4.18,1.53,8.5,0.01
Fidjrosse,Etoile,16,Semaine,Ensoleillé,Voiture,7.91,1.34,14.2,0.01
Calavi,Zongo,14,Semaine,Ensoleillé,Voiture,12.45,1.11,18.5,0.01
Etoile,Calavi,6,Semaine,Forte Pluie,Voiture,12.72,1.45,49.3,0.02
Akpakpa,Cadjehoun,18,Semaine,Ensoleillé,Zem,6.19,2.9,30.8,0.04
Akpakpa,Calavi,21,Semaine,Forte Pluie,Voiture,14.46,1.37,52.6,0.02
Fidjrosse,Calavi,22,Semaine,Ensoleillé,Bus,9.53,1.55,29.5,0.005
Calavi,Akpakpa,2,Semaine,Ensoleillé,Voiture,14.46,1.23,23.7,0.01
Zongo,Cadjehoun,21,Semaine,Ensoleillé,Voiture,2.81,1.22,4.6,0.01
Zongo,Cadjehoun,10,Semaine,Ensoleillé,Zem,2.81,1.23,5.9,0.04
Akpakpa,Fidjrosse,19,Weekend,Ensoleillé,Bus,10.0,1.0,20.0,0.005
Cadjehoun,Calavi,18,Semaine,Ensoleillé,Zem,11.27,2.81,54.3,0.04
Calavi,Cadjehoun,8,Weekend,Pluie Légère,Zem,11.27,1.0,24.2,0.04
Etoile,Fidjrosse,9,Weekend,Ensoleillé,Zem,7.91,1.0,13.6,0.04
Cadjehoun,Etoile,1,Weekend,Pluie Légère,Bus,4.18,1.0,10.4,0.005
Cadjehoun,Fidjrosse,0,Weekend,Ensoleillé,Voiture,3.92,1.0,5.2,0.01
Calavi,Zongo,15,Semaine,Forte Pluie,Bus,12.45,1.15,57.5,0.01
Akpakpa,Etoile,22,Semaine,Ensoleillé,Zem,2.12,1.45,5.3,0.04
Akpakpa,Etoile,16,Semaine,Ensoleillé,Bus,2.12,1.2,5.1,0.005
Akpakpa,Zongo,5,Weekend,Ensoleillé,Bus,3.38,1.0,6.8,0.005
Zongo,Fidjrosse,13,Semaine,Ensoleillé,Voiture,6.66,1.56,13.9,0.01
Zongo,Fidjrosse,14,Semaine,Pluie Légère,Voiture,6.66,1.21,13.4,0.01
Zongo,Cadjehoun,13,Weekend,Forte Pluie,Bus,2.81,1.0,11.2,0.01
Akpakpa,Fidjrosse,23,Semaine,Ensoleillé,Voiture,10.0,1.23,16.4,0.01
Fidjrosse,Etoile,21,Semaine,Forte Pluie,Voiture,7.91,1.25,26.3,0.02
Etoile,Akpakpa,2,Semaine,Forte Pluie,Bus,2.12,1.48,12.6,0.01
Cadjehoun,Fidjrosse,23,Weekend,Pluie Légère,Voiture,3.92,1.0,6.5,0.01
Zongo,Akpakpa,22,Semaine,Ensoleillé,Voiture,3.38,1.31,5.9,0.01
Calavi,Akpakpa,18,Weekend,Ensoleillé,Voiture,14.46,1.0,19.3,0.01
Calavi,Cadjehoun,11,Weekend,Ensoleillé,Zem,11.27,1.0,19.3,0.04
Etoile,Cadjehoun,1,Weekend,Pluie Légère,Voiture,4.18,1.0,7.0,0.01
Calavi,Etoile,2,Semaine,Ensoleillé,Voiture,12.72,1.51,25.6,0.01
Fidjrosse,Zongo,17,Weekend,Ensoleillé,Voiture,6.66,1.0,8.9,0.01
Calavi,Akpakpa,0,Weekend,Ensoleillé,Zem,14.46,1.0,24.8,0.04
Cadjehoun,Zongo,19,Semaine,Ensoleillé,Zem,2.81,3.61,17.4,0.04
Cadjehoun,Etoile,20,Semaine,Pluie Légère,Zem,4.18,1.56,14.0,0.04
Zongo,Akpakpa,5,Semaine,Ensoleillé,Voiture,3.38,1.48,6.7,0.01
Fidjrosse,Calavi,0,Semaine,Pluie Légère,Zem,9.53,1.13,23.0,0.04
Akpakpa,Cadjehoun,20,Semaine,Pluie Légère,Zem,6.19,1.52,20.1,0.04
Calavi,Fidjrosse,20,Weekend,Ensoleillé,Zem,9.53,1.0,16.3,0.04
Calavi,Zongo,15,Semaine,Ensoleillé,Zem,12.45,1.57,33.5,0.04
Akpakpa,Cadjehoun,11,Weekend,Ensoleillé,Zem,6.19,1.0,10.6,0.04
Zongo,Fidjrosse,21,Semaine,Ensoleillé,Zem,6.66,1.6,18.2,0.04
Akpakpa,Calavi,7,Semaine,Ensoleillé,Zem,14.46,2.43,60.1,0.04
Etoile,Cadjehoun,15,Semaine,Ensoleillé,Voiture,4.18,1.41,7.8,0.01
Cadjehoun,Akpakpa,0,Semaine,Ensoleillé,Zem,6.19,1.2,12.7,0.04
Zongo,Fidjrosse,3,Semaine,Ensoleillé,Zem,6.66,1.23,14.1,0.04
Fidjrosse,Cadjehoun,9,Weekend,Pluie Légère,Zem,3.92,1.0,8.4,0.04
Etoile,Calavi,10,Semaine,Ensoleillé,Zem,12.72,1.47,32.1,0.04
Zongo,Cadjehoun,16,Weekend,Pluie Légère,Zem,2.81,1.0,6.0,0.04
Akpakpa,Cadjehoun,22,Semaine,Ensoleillé,Zem,6.19,1.59,16.8,0.04
Akpakpa,Calavi,6,Semaine,Pluie Légère,Voiture,14.46,1.4,33.7,0.01
Akpakpa,Fidjrosse,11,Semaine,Ensoleillé,Voiture,10.0,1.53,20.3,0.01
Akpakpa,Etoile,20,Semaine,Pluie Légère,Voiture,2.12,1.1,3.9,0.01
Etoile,Zongo,11,Weekend,Pluie Légère,Zem,1.45,1.0,3.1,0.04
Cadjehoun,Fidjrosse,1,Semaine,Ensoleillé,Zem,3.92,1.12,7.5,0.04
Fidjrosse,Cadjehoun,13,Semaine,Ensoleillé,Voiture,3.92,1.4,7.3,0.01
Fidjrosse,Calavi,12,Semaine,Pluie Légère,Zem,9.53,1.29,26.4,0.04
Calavi,Akpakpa,3,Weekend,Pluie Légère,Voiture,14.46,1.0,24.1,0.01
Calavi,Fidjrosse,13,Semaine,Ensoleillé,Voiture,9.53,1.54,19.6,0.01
Cadjehoun,Calavi,13,Semaine,Pluie Légère,Zem,11.27,1.25,30.2,0.04
Cadjehoun,Fidjrosse,15,Semaine,Pluie Légère,Voiture,3.92,1.32,8.6,0.01
Akpakpa,Cadjehoun,18,Semaine,Pluie Légère,Voiture,6.19,3.15,32.5,0.01
Fidjrosse,Akpakpa,1,Semaine,Pluie Légère,Voiture,10.0,1.24,20.6,0.01
Zongo,Akpakpa,9,Weekend,Ensoleillé,Zem,3.38,1.0,5.8,0.04
Cadjehoun,Zongo,17,Weekend,Pluie Légère,Zem,2.81,1.0,6.0,0.04
Cadjehoun,Calavi,16,Semaine,Ensoleillé,Zem,11.27,1.55,30.0,0.04
Calavi,Fidjrosse,4,Semaine,Forte Pluie,Voiture,9.53,1.33,33.9,0.02
Etoile,Akpakpa,11,Semaine,Ensoleillé,Zem,2.12,1.31,4.8,0.04
Zongo,Akpakpa,5,Weekend,Ensoleillé,Voiture,3.38,1.0,4.5,0.01
Zongo,Etoile,21,Weekend,Ensoleillé,Bus,1.45,1.0,2.9,0.005
Cadjehoun,Etoile,8,Weekend,Pluie Légère,Zem,4.18,1.0,9.0,0.04
Etoile,Calavi,0,Semaine,Ensoleillé,Voiture,12.72,1.52,25.9,0.01
Cadjehoun,Akpakpa,14,Semaine,Pluie Légère,Zem,6.19,1.26,16.6,0.04
Zongo,Cadjehoun,20,Semaine,Pluie Légère,Voiture,2.81,1.51,7.1,0.01
Etoile,Fidjrosse,5,Weekend,Ensoleillé,Zem,7.91,1.0,13.6,0.04
Etoile,Zongo,18,Semaine,Pluie Légère,Zem,1.45,2.42,7.5,0.04
Fidjrosse,Cadjehoun,17,Semaine,Ensoleillé,Zem,3.92,2.53,17.0,0.04
Calavi,Zongo,5,Semaine,Pluie Légère,Voiture,12.45,1.58,32.7,0.01
Calavi,Cadjehoun,12,Semaine,Ensoleillé,Voiture,11.27,1.52,22.9,0.01
Cadjehoun,Fidjrosse,0,Weekend,Ensoleillé,Voiture,3.92,1.0,5.2,0.01
Etoile,Fidjrosse,22,Semaine,Pluie Légère,Zem,7.91,1.29,21.9,0.04
Fidjrosse,Etoile,22,Semaine,Ensoleillé,Voiture,7.91,1.42,15.0,0.01
Fidjrosse,Calavi,12,Semaine,Ensoleillé,Bus,9.53,1.57,29.9,0.005
Zongo,Cadjehoun,6,Semaine,Pluie Légère,Zem,2.81,1.21,7.3,0.04
Zongo,Etoile,14,Semaine,Ensoleillé,Zem,1.45,1.13,2.8,0.04
Fidjrosse,Cadjehoun,11,Semaine,Ensoleillé,Voiture,3.92,1.37,7.2,0.01
Zongo,Etoile,0,Semaine,Ensoleillé,Voiture,1.45,1.17,2.3,0.01
Etoile,Fidjrosse,14,Weekend,Ensoleillé,Voiture,7.91,1.0,10.5,0.01
Akpakpa,Zongo,3,Weekend,Ensoleillé,Bus,3.38,1.0,6.8,0.005
Fidjrosse,Cadjehoun,22,Semaine,Forte Pluie,Zem,3.92,1.19,16.1,0.16
Fidjrosse,Cadjehoun,4,Semaine,Ensoleillé,Voiture,3.92,1.55,8.1,0.01
Etoile,Calavi,1,Weekend,Ensoleillé,Voiture,12.72,1.0,17.0,0.01
Zongo,Fidjrosse,22,Semaine,Ensoleillé,Bus,6.66,1.1,14.7,0.005
Zongo,Cadjehoun,0,Weekend,Ensoleillé,Zem,2.81,1.0,4.8,0.04
Calavi,Akpakpa,15,Weekend,Pluie Légère,Voiture,14.46,1.0,24.1,0.01
Fidjrosse,Zongo,22,Weekend,Pluie Légère,Voiture,6.66,1.0,11.1,0.01
Cadjehoun,Etoile,5,Weekend,Ensoleillé,Zem,4.18,1.0,7.2,0.04
Etoile,Fidjrosse,13,Weekend,Pluie Légère,Zem,7.91,1.0,16.9,0.04
Zongo,Calavi,2,Semaine,Ensoleillé,Voiture,12.45,1.51,25.0,0.01
Calavi,Etoile,2,Semaine,Ensoleillé,Zem,12.72,1.36,29.6,0.04
Fidjrosse,Akpakpa,22,Semaine,Pluie Légère,Bus,10.0,1.38,34.5,0.005
Zongo,Fidjrosse,1,Weekend,Pluie Légère,Voiture,6.66,1.0,11.1,0.01
Etoile,Calavi,0,Semaine,Forte Pluie,Zem,12.72,1.44,62.6,0.16
Fidjrosse,Calavi,8,Semaine,Ensoleillé,Zem,9.53,2.98,48.6,0.04
Etoile,Akpakpa,22,Weekend,Ensoleillé,Zem,2.12,1.0,3.6,0.04
Calavi,Akpakpa,6,Semaine,Pluie Légère,Zem,14.46,1.16,35.9,0.04
Cadjehoun,Calavi,2,Semaine,Forte Pluie,Zem,11.27,1.15,44.5,0.16
Cadjehoun,Calavi,17,Semaine,Ensoleillé,Zem,11.27,3.56,68.7,0.04
Akpakpa,Zongo,10,Semaine,Ensoleillé,Zem,3.38,1.21,7.0,0.04
Etoile,Zongo,8,Semaine,Ensoleillé,Voiture,1.45,2.25,4.3,0.01
Cadjehoun,Akpakpa,0,Weekend,Ensoleillé,Zem,6.19,1.0,10.6,0.04
Akpakpa,Cadjehoun,13,Semaine,Ensoleillé,Zem,6.19,1.59,16.9,0.04
Calavi,Etoile,19,Semaine,Ensoleillé,Voiture,12.72,3.96,67.2,0.01
Fidjrosse,Zongo,5,Semaine,Ensoleillé,Zem,6.66,1.29,14.7,0.04
Etoile,Cadjehoun,6,Semaine,Pluie Légère,Voiture,4.18,1.11,7.7,0.01
Cadjehoun,Fidjrosse,9,Weekend,Ensoleillé,Voiture,3.92,1.0,5.2,0.01
Akpakpa,Etoile,1,Semaine,Ensoleillé,Zem,2.12,1.46,5.3,0.04
Cadjehoun,Fidjrosse,3,Semaine,Pluie Légère,Zem,3.92,1.52,12.7,0.04
Zongo,Fidjrosse,20,Weekend,Pluie Légère,Zem,6.66,1.0,14.3,0.04
Cadjehoun,Etoile,16,Semaine,Ensoleillé,Zem,4.18,1.16,8.3,0.04
Etoile,Zongo,0,Semaine,Ensoleillé,Zem,1.45,1.17,2.9,0.04
Etoile,Akpakpa,9,Semaine,Ensoleillé,Bus,2.12,3.68,15.6,0.005
Calavi,Etoile,14,Semaine,Pluie Légère,Bus,12.72,1.56,49.6,0.005
Calavi,Etoile,9,Semaine,Pluie Légère,Voiture,12.72,3.62,76.8,0.01
Akpakpa,Fidjrosse,18,Semaine,Ensoleillé,Zem,10.0,2.56,43.9,0.04
Etoile,Cadjehoun,11,Semaine,Forte Pluie,Voiture,4.18,1.31,14.5,0.02
Zongo,Akpakpa,23,Weekend,Forte Pluie,Zem,3.38,1.0,11.6,0.16
Cadjehoun,Zongo,15,Weekend,Pluie Légère,Zem,2.81,1.0,6.0,0.04
Fidjrosse,Zongo,8,Semaine,Ensoleillé,Voiture,6.66,3.28,29.1,0.01
Zongo,Cadjehoun,14,Semaine,Ensoleillé,Voiture,2.81,1.18,4.4,0.01
Calavi,Etoile,16,Semaine,Ensoleillé,Voiture,12.72,1.21,20.4,0.01
Calavi,Akpakpa,13,Semaine,Ensoleillé,Zem,14.46,1.24,30.8,0.04
Etoile,Zongo,3,Semaine,Pluie Légère,Zem,1.45,1.35,4.2,0.04
Akpakpa,Etoile,17,Semaine,Forte Pluie,Zem,2.12,3.12,22.7,0.16
Cadjehoun,Calavi,6,Weekend,Ensoleillé,Voiture,11.27,1.0,15.0,0.01
Akpakpa,Cadjehoun,12,Weekend,Ensoleillé,Voiture,6.19,1.0,8.2,0.01
Cadjehoun,Akpakpa,14,Weekend,Pluie Légère,Zem,6.19,1.0,13.3,0.04
Akpakpa,Cadjehoun,21,Weekend,Ensoleillé,Zem,6.19,1.0,10.6,0.04
Zongo,Akpakpa,0,Semaine,Forte Pluie,Bus,3.38,1.51,20.4,0.01
Cadjehoun,Akpakpa,10,Semaine,Pluie Légère,Zem,6.19,1.48,19.6,0.04
Akpakpa,Zongo,9,Weekend,Ensoleillé,Voiture,3.38,1.0,4.5,0.01
Cadjehoun,Zongo,4,Semaine,Pluie Légère,Bus,2.81,1.56,10.9,0.005
Fidjrosse,Akpakpa,15,Semaine,Pluie Légère,Voiture,10.0,1.52,25.3,0.01
Zongo,Calavi,10,Semaine,Pluie Légère,Zem,12.45,1.23,32.7,0.04
Etoile,Fidjrosse,20,Semaine,Pluie Légère,Voiture,7.91,1.27,16.7,0.01
Cadjehoun,Zongo,5,Semaine,Ensoleillé,Zem,2.81,1.35,6.5,0.04
Etoile,Calavi,12,Weekend,Ensoleillé,Zem,12.72,1.0,21.8,0.04
Etoile,Akpakpa,23,Semaine,Ensoleillé,Bus,2.12,1.11,4.7,0.005
Cadjehoun,Calavi,7,Semaine,Forte Pluie,Bus,11.27,3.83,172.5,0.01
Akpakpa,Zongo,13,Semaine,Ensoleillé,Zem,3.38,1.12,6.5,0.04
Fidjrosse,Akpakpa,0,Weekend,Pluie Légère,Bus,10.0,1.0,25.0,0.005
Cadjehoun,Fidjrosse,23,Semaine,Pluie Légère,Zem,3.92,1.26,10.6,0.04
Akpakpa,Calavi,4,Semaine,Ensoleillé,Zem,14.46,1.38,34.3,0.04
Cadjehoun,Akpakpa,1,Weekend,Ensoleillé,Voiture,6.19,1.0,8.2,0.01
Zongo,Calavi,23,Weekend,Ensoleillé,Zem,12.45,1.0,21.3,0.04
Fidjrosse,Zongo,3,Semaine,Ensoleillé,Zem,6.66,1.36,15.5,0.04
Etoile,Zongo,16,Semaine,Ensoleillé,Zem,1.45,1.43,3.5,0.04
Cadjehoun,Zongo,16,Semaine,Pluie Légère,Zem,2.81,1.36,8.2,0.04
Akpakpa,Calavi,20,Semaine,Forte Pluie,Zem,14.46,1.21,60.2,0.16
Zongo,Etoile,17,Weekend,Pluie Légère,Zem,1.45,1.0,3.1,0.04
Akpakpa,Zongo,15,Semaine,Pluie Légère,Zem,3.38,1.2,8.7,0.04
Calavi,Akpakpa,7,Weekend,Ensoleillé,Voiture,14.46,1.0,19.3,0.01
Fidjrosse,Cadjehoun,20,Semaine,Ensoleillé,Voiture,3.92,1.55,8.1,0.01
Etoile,Zongo,20,Semaine,Pluie Légère,Bus,1.45,1.23,4.5,0.005
Fidjrosse,Calavi,17,Semaine,Ensoleillé,Voiture,9.53,2.71,34.4,0.01
Cadjehoun,Etoile,22,Semaine,Pluie Légère,Bus,4.18,1.31,13.6,0.005
Akpakpa,Cadjehoun,23,Semaine,Ensoleillé,Voiture,6.19,1.17,9.6,0.01
Zongo,Calavi,12,Semaine,Ensoleillé,Bus,12.45,1.35,33.7,0.005
Zongo,Calavi,16,Semaine,Ensoleillé,Voiture,12.45,1.43,23.8,0.01
Cadjehoun,Calavi,19,Semaine,Ensoleillé,Zem,11.27,3.61,69.8,0.04
Zongo,Cadjehoun,12,Weekend,Ensoleillé,Zem,2.81,1.0,4.8,0.04
Cadjehoun,Fidjrosse,17,Weekend,Forte Pluie,Zem,3.92,1.0,13.5,0.16
Fidjrosse,Calavi,16,Semaine,Ensoleillé,Voiture,9.53,1.46,18.5,0.01
Calavi,Cadjehoun,13,Semaine,Ensoleillé,Zem,11.27,1.17,22.7,0.04
Zongo,Etoile,16,Weekend,Ensoleillé,Voiture,1.45,1.0,1.9,0.01
Akpakpa,Fidjrosse,3,Semaine,Ensoleillé,Voiture,10.0,1.33,17.7,0.01
Akpakpa,Etoile,17,Semaine,Ensoleillé,Voiture,2.12,2.27,6.4,0.01
Fidjrosse,Cadjehoun,19,Weekend,Ensoleillé,Voiture,3.92,1.0,5.2,0.01
Etoile,Akpakpa,23,Semaine,Ensoleillé,Bus,2.12,1.11,4.7,0.005
Calavi,Cadjehoun,23,Semaine,Forte Pluie,Zem,11.27,1.32,51.0,0.16
Fidjrosse,Etoile,14,Semaine,Pluie Légère,Voiture,7.91,1.23,16.2,0.01
Etoile,Fidjrosse,10,Semaine,Pluie Légère,Zem,7.91,1.44,24.4,0.04
Cadjehoun,Calavi,11,Weekend,Pluie Légère,Zem,11.27,1.0,24.2,0.04
Cadjehoun,Fidjrosse,12,Semaine,Ensoleillé,Voiture,3.92,1.46,7.7,0.01
Zongo,Calavi,14,Semaine,Ensoleillé,Zem,12.45,1.55,33.0,0.04
Zongo,Fidjrosse,22,Semaine,Ensoleillé,Voiture,6.66,1.48,13.1,0.01
Akpakpa,Zongo,18,Semaine,Ensoleillé,Voiture,3.38,2.29,10.3,0.01
Etoile,Akpakpa,19,Semaine,Ensoleillé,Zem,2.12,2.87,10.4,0.04
Fidjrosse,Akpakpa,13,Semaine,Forte Pluie,Voiture,10.0,1.24,33.0,0.02
Akpakpa,Calavi,16,Semaine,Ensoleillé,Zem,14.46,1.29,32.0,0.04
Calavi,Fidjrosse,2,Semaine,Pluie Légère,Voiture,9.53,1.18,18.7,0.01
Akpakpa,Cadjehoun,1,Semaine,Ensoleillé,Zem,6.19,1.15,12.2,0.04
Etoile,Cadjehoun,0,Semaine,Ensoleillé,Zem,4.18,1.36,9.7,0.04
Zongo,Akpakpa,9,Semaine,Ensoleillé,Voiture,3.38,3.5,15.7,0.01
Akpakpa,Zongo,18,Semaine,Ensoleillé,Zem,3.38,3.46,20.0,0.04
Etoile,Cadjehoun,16,Semaine,Pluie Légère,Zem,4.18,1.33,11.9,0.04
Etoile,Fidjrosse,0,Semaine,Ensoleillé,Zem,7.91,1.36,18.5,0.04
